nom,iata,icao
Sky Port Seaplane Base,,
Sky Ranch Airport,,
Sky Ranch Airport,,
Sky Ranch Airport,,
Sky Ranch II Airport,,
Sky Soaring Airport,,
Sky Valley Airpark,,
Sky Vista Ranch Airport,,
Sky-Go Farms Airport,,
Sky-Ranch Airport,,
Sky-Vu Airport,,
Skydive Chicago Airport,,
Skydive Iowa Airport,,
Skydive Lebanon Airport,,
Skye Dance Airport,,
Skyhaven Airpark,,
Skyhaven Airport,,
Skyhook Lodge Airport,,
Skyland Airport,,
Skylane Airport,,
Skylark Airport,,
Skyline Airpark,,
Skypoint Estates Airport,,
Skyriders Airport,,
Skyridge Airport,,
Skytop Airport,,
Skyview Airport,,
Skyview Airport,,
Skyview Ranch Airport,,
Skyway Ranch Landing Strip,,
Skywest Airpark,,
Skywest Airport Inc.,,
Slack Airport,,
Slagel Strip,,
Slate Run Airport,,
Slater Memorial Airport,,
Slaton Municipal Airport,,
Slaughter Airport,,
Slaughter Ranch Airport,,
Slayton Municipal Airport,,KDVP
Sleepy Eye Municipal Airport,,
Sleepy Hill Landing Strip,,
Sleepy Hollow Airport,,
Slip Knot Landing Airport,,
Sloan Airport,,
Sloan's Airport,,
Sloop Airport,,
Smart Road Airport,,
Smith Air Strip Airport,,
Smith Airport,,
Smith Airport,,
Smith Airport,,
Smith Airport,,
Smith Airport,,
Smith Airport,,
Smith Airport,,
Smith Aviation Inc Airport,,
Smith Brothers Airport,,
Smith Center Municipal Airport,,
Smith County Airport,,
Smith Farms Airport,,
Smith Flying Service Airport,,
Smith I-Ranch Airport,,
Smith Landing Strip,,
Smith RLA Airport,,
Smith RLA Airport,,
Smithport Airport,,
Smiths Land Base Airport,,
Smiths Landing Strip,,
Smithville Airport,,
Smithville Crawford Municipal Airport,,
Smithville Municipal Airport,,
Smitty's Landing,,
Smokey MTN Ranch Airport,,
Snake Creek Wilderness Airport,,
Sneek Airport,,
Sneider Landing Strip,,
Snoopys Airport,,
Snow Airport,,
Snow Hill Airstrip,,
Snow RLA Airport,,
Snyder Airport,,
Snyder Ranch Airport,,
Socatean Bay Airport,,
Sodbuster Strip Airport,,
Soggy Bottom Airport,,
Solitude Airstrip,,
Someday Ranch Airport,,
Somers Blossom Airport,,
Somerville Airport,,
Sommers Airport,,
Sommers Airport,,
Sommerset Strip,,
Songbird Ranch Airport,,
Songer Airport,,
Songwood Inn Airport,,
Sonora Municipal Airport,,KSOA
Sons Private-Commercial Airport,,
Sontimer Airport,,
Sony Microelectronics Helistop,,
Soo Seaplane Base,,
Sooter Airport,,
Sopu,SPH,
South Albany Airport,,
South Fort Smith Municipal Airport,,
South Fox Island Airport,,
South Fulton Airport,,
South Haven Area Regional Airport,,KLWA
South Huntsville Airport,,
South Oak Aerodrome,,
South One Ten Airport,,
South Point Airport,,
Southeast Alabama Medical Center Airport,,
Southeast Greensboro Airport,,
Southeastern Airport,,
Southerland Strip,,
Southerly Airport,,
Southern Aero Sports Airport,,
Southern Ag Aviation Airport,,
Southern Comforts Aerodrome,,
Southern Fruit Groves Airport,,
Southern Helicopters Airport,,
Southern Natural Gas Company Seaplane Base,,
Southern Oaks Airport,,
Southern Ranch Airport,,
Southern Skies Airport,,
Southfork Airport,,
Southfork Airport,,
Southland Flying Service Inc.,,
Southland Strip,,
Southland Strip Number 2,,
Southwest Citrus Airport,,
Southwest Lakes Airpark,,
Southwest Lubbock Airport,,
Sowieja Airport,,
Spala/Glinnik Nowy,,
Spangler Airport,,
Spanish Oaks Airport,,
Spectre Airport,,
Spence Landing Strip,,
Spencer Airport,,
Spencer's Airpark,,
Spencerport Airpark,,
Spicewood Airport,,
Spickard-Marshall Airport,,
Spiering Airport,,
Spillers Club Airport,,
Spirit Airpark,,
Split B Ranch Airport,,
Sport Flyers Airport,,
Sportsman's World Airport,,
Spring Airport,,
Spring Brook Airport,,
Spring Brook Airport,,
Spring Hill Airport,,
Spring Lake Airport,,
Spring Lake Airport,,
Spring Landing Airport,,
Spring Paths Airport,,
Spring Ranch Airport,,
Spring Valley Farm Airport,,
Springhill Airport,,KSPH
Springhill Airport,,
Springview Municipal Airport,,
Spruce Airport,,
Sprungers South Adams County Airstrip,,
Square Air Airport,,
Square K Airport,,
Square Pond Seaplane Base,,
Squier Landing Airport,,
Squires Airport,,
Squires Aviation Ranch,,
Squirrel Creek Ranch Airport,,
Sroda Maczniki,,
St Clair Regional Airport,,
St George Island Airport,,
St Helen Airport,,
St John Airport,,
St John the Baptist Parish Airport,,
St Mary's Airpark,,
St. Joseph's Landing Airport,,
St. Somewhere Airport,,
Stafford Airport,,
Stafford Airport,,
Stafford Municipal Airport,,
Stag Air Park,,
Stage Coach Hills Airport,,
Stallone Airport,,
Stampede Valley Airport,,
Stamper Ranch Airport,,
Stan Nowiki Airport,,
Stand Fast Airport,,
Standish Industrial Airport,,
Stangl Airport,,
Stangland Airport,,
Stanton Airport,,
Stanton Airport,,
Stanton Municipal Airport,,
Stanwix Heights Airport,,
Star City Municipal Airport,,
Star Dusters Airport,,
Star Harbour,,
Star Hill Golf Club Airport,,
Starbuck Municipal Airport,,
Stark Airport,,
Stark Airport,,
Starkey's Airport,,
Starns Brothers Airport,,
Starr Airport,,
Starshire Farm Airport,,
Starved Rock Airpark,,
State Line Ultraport/Flightpark,,
State Police Holmdel Helispot,,
Statesville Regional Airport,,KSVH
Stava Airport,,
Ste Genevieve Flying Club,,
Stearmans Roost Airport,,
Stearns Landing Strip,,
Steciak Strip Airport,,
Steck Farm Airport,,
Steele Airport,,
Steele Farms Airport,,
Steele Municipal Airport,,
Steen Airport,,
Steep Head Farm Airport,,
Steiner Landing Strip,,
Steinman Airport,,
Stender Airport,,
Stephen Municipal Airport,,
Stephens and Akeman Airport,,
Stephenville Clark Regional Airport,,KSEP
Stepp Airport,,
Sterling Airport,,
Sterling Airport,,
Steuart Office Pad,,
Stevens Farms Airport,,
Stevens Strip Airport,,
Stevenson Airport,,
Stevenson Private Airport,,
Steward,,
Stewart Airport,,
Stewart Airport,,
Stewart Farms Airport,,
Stewarts Green Acres Airport,,
Stickel Landing Strip,,
Stickle Cattle Farms Airport,,
Stier Airstrip,,
Stierley Airport,,
Still Pond,,
Stilwell Airport,,
Stinking Water Creek Airport,,
Stocker Airport,,
Stocker Private Airport,,
Stockton Airport,,
Stoe Creek Farm Airport,,
Stolcrest Airport,,
Stonebridge Farm Helistop,,
Stonecipher Airport,,
Stonehenge Airport,,
Stoneriver Airport,,
Stones River Airport,,
Stonewall Airpark,,
Stonington Airpark,,
Stony Acres Airport,,
Stony Branch Airport,,
Storey Real Estate Airport,,
Stormont-Vail Hospital Airport,,
Stottlemyer Airport,,
Stoune RLA Airport,,
Stout Airport,,
Stovall Ranch Nr 4 Airport,,
Stovall Ranch Number 1 Airport,,
Strader Ranch Airport,,
Strafuss Airport,,
Strait Ranch Airport,,
Strang Airpark,,
Strayhorn Ranch Airport,,
Streams Airpark,,
Strebig Airport,,
Stringer Airport,,
Strip Airport,,
Stromsburg Municipal Airport,,
Stuart Airstrip,,
Stuart Ranch Airport,,
Stuart-Atkinson Municipal Airport,,
Stubbs Strip Airport,,
Stuber Flying Ranch Airport,,
Sturdy Oak Farm Airport,,
Stutzke Airport,,
Styron Airport,,
Sudan Airport,,
Sudden Stop Airport,,
Sugar Branch Airport,,
Sugar Creek Air Park,,
Sugar Creek Farm Airport,,
Sugar Creek Ranch Airport,,
Sugar Grove Airport,,
Sugar Hill Airport,,
Sugar Hill Airport,,
Sugar Loaf Resort Airport,,
Sugar Loaf Shores Airport,,
Sugar Springs Airport,,
Sugartree Airport,,
Sule Airport,ULE,
Sullivan Airport,,
Sully Municipal Airport,,
Sulphur Municipal Airport,,
Summer Hill Farm Airport,,
Summerell Airport,,
Summerland Key Cove Airport,,
Summersville Airport,,KSXL
Summerville Landing Strip,,
Summey Airpark,,
Sumter Farms and Stock Company Inc Airport,,
Sunbelt Strip Airport,,
Sunburst Ranch Airport,,
Sundance Farms Airport,,
Sundbeck Ranch Airport,,
Sunderland Airport,,
Sunflower Aerodrome,,
Sungai Tiang Airport,,WMAN
Sunniland Ranch Airport,,
Sunny Hill Airport,,
Sunnybreeze Airport,,
Sunray Airport,,
Sunrise Beach Airport,,
Sunrise Farms Airport,,
Sunset Acres Airport,,
Sunset Airport,,
Sunset Landing Strip,,
Sunset Strip Airpark,,
Sunset Strip Airpark,,
Sunset Strip Airport,,
Sunset Strip Airport,,
Sunshine Farms Airport,,
Sunshine Ranch Airport,,
Sunshine Ranchettes Airport,,
Suntime Airport,,
Superior Airport,,
Superior Municipal Airport,,
Supplejack Airport,,
Surfside Airport,,
Suria aerodrome,SUZ,
Sutton Airport,,
Sutton Airport,,
Sutton Airport,,
Sutton Landing Strip,,
Sutton-Metro Park,,
Suwannee Belle Airport,,
Suwannee Farms Airport,,
Svitak Airport,,
Swamp Smith Airport,,
Swan Creek Airport,,
Swan Lake Landing Strip,,
Swan Valley Farm Airport,,
Swann Lakeside Airpark,,
Sweedler Airport,,
Sweet Home Airport,,
Sweetbriar Airport,,
Sycamore Airport,,
Sydal Acres Airport,,
Sylvanmir Farms Airport,,
Sylvester Airport,,
Sylvesters Airport,,
Syracuse-Hamilton County Municipal Airport,,
Szewce,,
Szprotawa,,
T & T Airport,,
T Bar T Ranch Airport,,
T W Spear Memorial Airport,,
T-4 Ranch Airport,,
T-Bar Airport,,
T-Ranch Airport,,
T.R. Funk Inc Airport,,
Table Rock Airport,,
Taftan Airport,,
Tagula,TGL,
Taharoa Aerodrome,THH,NZTS
Taildragger Acres Airport,,
Tailspin Estates Airport,,
Tailwheel Acres Airport,,
Tailwheel Airport,,
Tailwinds Airport,,
Tailwinds Airport,,
Talihina Municipal Airport,,
Tallen Airport,,
Talley Airport,,
Tama Airport,,
Tamarack Landing,,
Tampa North Aero Park,,
Tan Rara Airport,,
Tangerine Airport,,
Tango 7 Airport,,
Tanner's Airport,,
Tapley Airport,,
Tara Airbase Airport,,
Tarabits Airport,TRJ,
Tarboro-Edgecombe Airport,,
Tarry Bank Airport,,
Taskul,TSK,
Tate Airport,,
Tater Farms Strip,,
Tatertown Airport,,
Tatum Ranch Airport,,
Taurus Mesa Airport,,
Taus River Ranch Airport,,
Tautz Airport,,
Tavernaero Park Airport,,
Tawa,TWY,
Taylor Airport,,
Taylor Airport,,
Taylor Airport,,
Taylor Airstrip,,
Taylor Johnson Airport,,
Taylor Ranch Airport,,
Taylor's Air Park,,
Taylor's Air Strip Airport,,
Taylorport Landing Strip,,
Taylors Falls Airport,,
Taylors Flight Park,,
Taylors Saddle Mountain Ranch Airport,,
Taylorsville Airport,,
Taylorville Municipal Airport,,KTAZ
Teague Municipal Airport,,
Tecumseh Municipal Airport,,
Tecumseh Products Airport,,
FOREVER FLORIDA,,
Teds Place Airport,,
Tee Brad's Airport,,
Tee Pee Creek Airport,,
Tejas Stone Ranch Airport,,
Tekadu,TKB,
Tekamah Municipal Airport,,KTQE
Tellico Plains Municipal Airport,,
Telsiai,,EYTL
Temple,,
Temple Airport Inc,,
Temple Ranch Airport,,
Ten Oaks Airport,,
Tenkiller Lake Airpark,,
Tensas Flying Service Airport,,
Tensas Parish Airport,,
Terapo,TEO,
Terlingua Ranch Airport,,
Terminal D Ranch Airport,,
Terminal Ocean County,,
Terra B & B Airport,,
Terrace Bay,,
Terry County Airport,,KBFE
Terry Farm Airport,,
Terry's Airport,,
Testoni Farms Airport,,
Tetabedi,TDB,
Tevis Airport,,
Tex Landing Strip,,
Tex Merritt Private Airstrip,,
Texas A and M Flight Test Station Airport,,
Texas Utilities Company Airport,,
Textor Airport,,
Thacker Airport,,
Tharpe Airport,,
Thayer Memorial Airport,,
The 88 Airport,,
The Adwell Corporation Airport,,
The Adwell Corporation Airport,,
The Aviation Valley Airport,,
The Bluffs Airport,,
The Carter Memorial Airport,,
The Duchy Airport,,
The Farm Airport,,
The Farm Airport,,
The Grove/Ranch Airport,,
The Highlands Airport,,
The Homestead Airport,,
The Landing Airport,,
The Landing Airport,,
The Landings Airport,,
The Last Resort Airport,,
The Last Resort Airport,,
The Lazy K Airport,,
The Peninsula Airport,,
The Trails Airport,,
The Valley Airport,,
The Wright Place Airport,,
Thedford,,
Theodosia Hills Landing strip,,
Thibodaux Municipal Airport,,
Thielen Airport,,
Thies Airport,,
Thomas Airport,,
Thomas Airport,,
Thomas Airport,,
Thomas Browne Airpark,,
Thomas County Airport,,KTIF
Thomas Landing Airport,,
Thomas Municipal Airport,,
Thomas Ranch Airport,,
Thomaston,,
Thompson Farms Airport,,
Thompson Landing Strip,,
Thompson Private Airport,,
Thompson Ranch Airport,,
Thompson's Goinbroke Aero Ranch,,
Thompsonville Airport,,
Thomsen Airport,,
Thomson-McDuffie County Airport,,KHQU
Thorn Airport,,
Thorny Woods Airport,,
Thorp Airport,,
Thorp Airport,,
Thrall Lake Airport,,
Three Acres Airport,,
Three J Airport,,
Three Rivers Municipal Dr Haines Airport,,KHAI
Threshing Bee Airport,,
Thrifts Airport,,
Thrifty Acres Airport,,
Throckmorton Municipal Airport,,
Thrust Industries Airport,,
Thudwhomp Airport,,
Thunder Creek Airport,,
Thunder Ridge Ranch Airport,,
Thunderbird Air Park,,
Thunderbird Southwest Airport,,
Thurber Lake Airport,,
Ticantiki Airport,,
Tietjes Airport,,
Tifalmin Airport,TFB,
Tiger Lake Airport,,
Tiger Landing Strip,,
Tiger Paw Aerodrome,,
Tightwaad Air Ranch Airport,,
Tilden Airport,,
Tilden Groves Airport,,
Tilghman Airport,,
Tilghman Whipp Airport,,
Tillar Airport,,
Tim Bullard Memorial Airport,,
Tim's Airport,,
Timbalier Bay Camp Seaplane Base,,
Timbalier Bay Seaplane Base,,
Timber House Airport,,
Timber Line Airpark,,
Timbers Sky Camp Airport,,
Tims Angus Farm Airport,,
Tin Top Ranch Airport,,
Tingwon,TIG,
Tinsley Airstrip,,
Tioga Airport,,
Tipton Municipal Airport,,
Tishomingo Airpark,,
Tishomingo County Airport,,
Tivydale Ranch Airport,,
Tobacco Road Airport,,
Tocoi Airport,,
Tofte Airport,,
Toggenburg Farms Airport,,
Toho Seaplane Base,,
Tol Airport,TLO,
Toland Airport,,
Tom Danaher Airport,,
Tom J Moore Farm Airport,,
Tom N' Jerry Airport,,
Tomahawk Hills Airport,,
Tommy's Airpark,,
Tommy's Flying Service Inc Airport,,
Tonnar Airport,,
Tonu,TON,
Too Goo Doo Farms Airport,,
Tootle Airport,,
Topsail Airpark,,
Topton Air Estates Airport,,
Torchport Airport,,
Tornillo Feed Yards Airport,,
Torokina Airport,TOK,
Tortuga Ranch Airport,,
Town & Country Airpark,,
Lubbock Executive Airpark,,
Towner Farm Airport,,
Townley Farms Airport,,
Townsend A Airport,,
Townsend Air Strip,,
Toy Airpark,,
Toy Box Airport,,
Trabue Airport,,
Tradewind Ag Airport,,
Tradewinds Aerodrome,,
Tradinghouse Creek Airstrip,,
Traer Municipal Airport,,
Tragesser Airport,,
Tranquility Bay Strip,,
Traverse Air Airport,,
Travis Airport,,
Travis Airport,,
Traylor Tick Farm Airport,,
Traynor Ranch Airport,,
Treasure Coast Airpark,,
Trego Airport,,
Trego Wakeeney Airport,,
Treichler Farm Airport,,
Tres Ninos Ranch Airport,,
Trettin-Cole Airport,,
Treutlen County Airport,,
Tri Cities Airport,,
Tri County Airways Airport,,
Tri Village Airport,,
Tri-county Aerodrome,,
Tri-County Air Service Airport,,
Tri-County Airport,,
Tri-L Acres Airpark,,
Tri-modal Air Park,,
Tri-Township Airport,,KSFY
Triangle Ranch Private Airport,,
Tribune Municipal Airport,,
Triple B Airpark,,
Triple Creek Airport,,
Triple F Airpark,,
Triple H Airport,,
Triple J Airport,,
Triple M Airport,,
Triple M Airport,,
Triple R Airport,,
Triple R Airport,,
Triple S Airport,,
Triple Snap Ranch Airport,,
Triple Tree Airport,,
Triple W Airport,,
Tripp Creek Airport,,
Tripp Strip Airport,,
Trisler Airport,,
Troll Farm Airport,,
Tropria Airport,,
Troy Airpark,,
Trudeau Airport,,
True Airport,,
Trull Airport,,
Trumbull Ranch Airport,,
Trygstad Airport,,
Trzebien,,
Tschirhart Ranch Airport,,
Tsewi,TSW,
Tsili Tsili,TSI,
TTT Air Airport,,
Tucker Farm Airport,,
Tularosa Airport,,
Tuma Private Airport,,
Tumolbil,TLP,AYQL
Turbeville Airport,,
Turkey Bayou Airpark,,
Turkey Creek Airport,,
Turkey Creek Lake Airport,,
Turkey Mountain Estates Airport,,
Turkey Run Airport,,
Turkey Scratch Plantation Airport,,
Turkey Track Airport,,
Turner County Airport,,
Turner Farms Airport,,
Turrell Flying Service Airport,,
Turtle Lake Club Airport,,
Tusquitee Airport,,
Tusquittee Landing Airport,,
Tustin Airport,,
Twelve Oaks Airport,,
Twelve Oaks Airport,,
Twin City Airport,,
Twin Eagles Airport,,
Twin Falls Ranch Airport,,
Twin Gardens Airport,,
Twin Lakes Airport,,
Twin Lakes Airport,,
Twin Lakes Ranch Airport,,
Twin Mountain Airport,,
Twin Oak Airport,,
Twin Oaks Airport,,
Twin-Oaks Airport,,
Two Falls Airport,,
Two J's Flying Ranch Airport,,
Two Leggs Airport,,
Two Rocks Airport,,
TXAerosport Aerodrome,,
Ty-Ti-To Airport,,
Tyler Airport,,
Tyler County Airport,,
Tyler Farms Airport,,
Tyra Ranch Airport,,
Tyrone Airport,,
U U Ranch Airport,,
Udine / Campoformido,,
Ueding Airport,,
Ullrich Airport,,
Ultraflyte Incorporated Airport,,
Ulysses Airport,,KULS
Umba Airport,UMC,
Uncle Chuck's Airport,,
Underland Airstrip,,
Unicorn Airport,,
Unicorn Place Airport,,
Union Carbide Plant Airstrip,,
Union County,,
Union County Landing Strip,,
Union Municipal Airport,,
Union Planters Airport,,
Unity Aerodrome,,
University of Alabama Birmingham Airport,,
Uno Mas Ranch Airport,,
Unsicker Airport,,
Unzicker Airport,,
Up Yonder Airport,,
Updike Landing Strip,,
Upshur County Regional Airport,,
Upton County Airport,,
Uroubi,URU,
Urschel Ranch Airport,,
Utley Airport,,
UTMB,,
Utopia on the River Airport,,
Uzbiciai,,
Vada Airport,,
Vaiden Landing Airport,,
Valhalla Airport,,
Valines Landing Seaplane Base,,
Valley Airport,,
Valley Airport,,
Valley Farms Airport,,
Valley News County-Lake Washington Seaplane Base,,
Valley of the Moon Airport,,
Valley Plant Airport,,
Valley Point Airport,,
Valverda Strip Airport,,
Van Boening Airport,,
Van Camp Airport,,
Van de Mark Airport,,
Van Es Ranch Airport,,
Van Gorder Airport,,
Van Norman's Airport,,
Van Pak Airport,,
Van Rankin Landing Strip,,
Van Strien Company Airport,,
Vandahl Airport,,
Vandalia Municipal Airport,,KVLA
Vander Waal Airport,,
Vandersnick Airport,,
Vankirk Airport,,
Vans Airport,,
Var-Sky Airport,,
Varese / Venegono Airport,,
Varisco Airport,,
Vaughan Landing Strip,,
Vaughan Ranch Airport,,
Vaughn Airport,,
Vaughn Farm Airport,,
Velo Airstrip,,
Venable Airpark,,
Venissat Airstrip,,
Ventosa Plantation Airport,,
Venus Airport,,
Verhalen Airport,,
Versailles Aerodrome,,
Versailles Airport,,
Verser's Landing Airport,,
Vertiflite Airport,,
Viall Homestead Airport,,
Viburnum Airport,,
Vici Municipal Airport,,
Vicksburg Municipal Airport,,KVKS
Vicksburg Tallulah Regional Airport,,KTVR
Victoria Pratt Airport,,
Vieira Airport,,
View Finder Balloonport,,
Vigo Park Airport,,
Vihler Landing Strip,,
Viking Airport,,
Villa Char Mar Airport,,
Village Airport,,
Village Oaks Landing Strip,,
Villiger RLA Airport,,
Vinalhaven Airport,,
Vince's Condominium Association Airport,,
Vincennes Executive Inn Airport,,
Vinita Municipal Airport,,
Vinland Valley Aerodrome,,
Vinton Veterans Memorial Airpark,,KVTI
Viola Farm Airport,,
Violas Helistop,,
Viru Harbour Airstrip,,
Vlachos Acres Airport,,
Vlakiai,,
Vliet Airport,,
Vocational Tech Airstrip,,
Vodden Airport,,
Vogen RLA Airport,,
Voges Airstrip,,
Von Alvens Airview Airport,,
Von Sloughs Airport,,
Vonada Airport,,
Vultures Row Airport,,
W B Royse Farm Airport,,
W C Ranch Airport,,
W C Ranch Stolport,,
W D Cornelius Ranch Airport,,
W Davis Airport,,
W J E Airport,,
W Meeks Ranch Airport,,
W-1 Tank Battery Seaplane Base,,
W-2 Tank Battery Seaplane Base,,
W4 Ranch Airport,,
Wabasis Lake Airport,,
Wabbaseka Flying Service Airport,,
Wabo,WAO,AYWB
Wad Madani,,
Waddell Airport,,
Wade Airport,,
Wade Airport,,
Wadesboro Airport,,
Wadi Seidna,,
Wadi Seidna North,,
Wagau,WGU,
Wagner Farm Airport,,
Wagner-Braxdale Airport,,
Waldemer Flying W Ranch Airport,,
Walden Ridge Airport,,
Walders Farm Airport,,
Waldmeister Farm Airport,,
Waldron Municipal Airport,,
Walk-Air Airport,,
Walker Airport,,
Walker Airport,,
Walker Municipal Airport,,
Walker Ranch Airport,,
Walker Ranch-Private Airport,,
Wall Flying Service Airport,,
Wall Lake Municipal Airport,,
Wallace Municipal Airport,,
Wallace Ranch Airport,,
Waller Field,,
Wallingford Landing Strip,,
Wallington Plantation Airport,,
Walls Airport,,
Walnut Creek Airport,,
Walnut Creek Airport,,
Walnut Green Airport,,
Walpole Airport,,
Walter A Swalley Airpark,,
Walter Airport,,
Walter Landing Strip,,
Walters Airport,,
Walters Municipal Airport,,
Walton Landing Strip,,
Walts Aerial Service Airport,,
Walz Airport,,
Wamego Municipal Airport,,
Wantoat Airport,WTT,
Wapolu,WBC,
Warbonnet Airport,,
Ward Airpark,,
Ward Airport,,
Ward's Airport,,
Wards Long Acres Airport,,
Ware Island Airport,,
Warf Airport,,
Warner Robins Air Park,,
Warner-Thunder Hill Airport,,
Warren Airport,,
Warren County Airport,,
Warren Grove Range Airport,,
Warren Landing Strip,,
Warrensburg Airport,,
Warsaw Airport,,
Warschun Ranch Airport,,
Washburn Farm Airport,,
Washington Municipal Airport,,KAWG
Washington Municipal Airport,,
Washington Regional Airport,,KFYG
Washington-Wilkes County Airport,,KIIY
Waskish Municipal Airport,,KVWU
